Özellik,Ağırlık_GD,Ağırlık_SK
intercept,-0.8635332852849308,-0.8716684869685015
Pregnancies,0.3165291958082233,0.3244767983728794
Glucose,1.1374364032990671,1.163963021017027
BloodPressure,-0.07011162744493374,-0.08407041881263995
SkinThickness,0.07189549237003781,0.051757731295386834
Insulin,-0.006508831487995068,-0.02312587416672793
BMI,0.6286279064582613,0.6595135262171589
DiabetesPedigreeFunction,0.21779947308454625,0.218955903000214
Age,0.26687511351134063,0.2685377261601536
